Date,GDX,GLD,Spread,Z_Score,Position,Spread_Return,Strategy_Return,Cumulative_Return
2023-08-23,27.74608612060547,177.88999938964844,-17.482088417658233,-0.6175864296636924,0.0,0.3075778610901736,0.0,0.0
2023-08-24,27.688161849975582,177.85000610351562,-17.529844475731036,-0.6484528105413546,0.0,-0.04775605807280314,-0.0,0.0
2023-08-25,27.41784286499023,177.6199951171875,-17.74168363008476,-0.7853717332278934,0.0,-0.2118391543537257,-0.0,0.0
2023-08-28,27.997093200683594,178.1300048828125,-17.292102251471896,-0.4947918439369037,0.0,0.44958137861286573,0.0,0.0
2023-08-29,28.508766174316406,179.8699951171875,-17.222818295126174,-0.4500112428659737,0.0,0.06928395634572126,0.0,0.0
2023-08-30,28.499113082885746,180.32000732421875,-17.34688608504349,-0.5302005175418615,0.0,-0.12406778991731571,-0.0,0.0
2023-08-31,28.248104095458984,180.02000427246094,-17.52161989998462,-0.6431369847008089,0.0,-0.17473381494113127,-0.0,0.0
2023-09-01,28.083982467651367,180.11000061035156,-17.708622915683,-0.7640034577882276,0.0,-0.18700301569838018,-0.0,0.0
2023-09-05,27.504732131958008,178.63999938964844,-17.91412839776156,-0.8968287105051552,0.0,-0.20550548207855712,-0.0,0.0
2023-09-06,27.485422134399418,177.8300018310547,-17.72749814527044,-0.7762031670839796,0.0,0.18663025249111698,0.0,0.0
2023-09-07,27.30199432373047,178.02000427246094,-17.959233694497506,-0.9259818132702388,0.0,-0.2317355492270643,-0.0,0.0
2023-09-08,27.35991859436035,178.0800018310547,-17.916563682461465,-0.8984027186650889,0.0,0.042670012036040816,0.0,0.0
2023-09-11,27.775047302246097,178.41000366210938,-17.58533727635827,-0.6843197139092412,0.0,0.33122640610319465,0.0,0.0
2023-09-12,27.79435920715332,177.49000549316406,-17.332117687473826,-0.5206551948595942,0.0,0.25321958888444485,0.0,0.0
2023-09-13,27.726778030395508,177.0800018310547,-17.295456257818493,-0.4969596534575798,0.0,0.036661429655332256,0.0,0.0
2023-09-14,28.103290557861328,177.1699981689453,-16.94182511824343,-0.2683956997978049,0.0,0.3536311395750644,0.0,0.0
2023-09-15,28.69219398498535,178.33999633789062,-16.650391372248585,-0.0800320582516939,0.0,0.2914337459948442,0.0,0.0
2023-09-18,28.72115707397461,179.38999938964844,-16.888389447200815,-0.233858389948228,0.0,-0.23799807495223035,-0.0,0.0
2023-09-19,28.38326072692871,179.22000122070312,-17.183064101725357,-0.4243167420107474,0.0,-0.2946746545245418,-0.0,0.0
2023-09-20,28.682538986206055,179.35000610351562,-16.916839322412287,-0.2522465216248528,0.0,0.2662247793130703,0.0,0.0
2023-09-21,27.910205841064453,178.0500030517578,-17.358649306460443,-0.5378034916409886,0.0,-0.44180998404815597,-0.0,0.0
2023-09-22,27.871591567993164,178.6199951171875,-17.542182915689644,-0.6564275681442115,0.0,-0.18353360922920103,-0.0,0.0
2023-09-25,27.52404022216797,177.6999969482422,-17.655826577537617,-0.7298793707528834,0.0,-0.11364366184797348,-0.0,0.0
2023-09-26,26.780670166015625,176.27999877929688,-18.03816495540884,-0.9769977986920088,0.0,-0.38233837787122127,-0.0,0.0
2023-09-27,25.979372024536133,174.10000610351562,-18.285204343891177,-1.136667841915762,0.0,-0.24703938848233875,-0.0,0.0
2023-09-28,26.11452865600586,173.22999572753906,-17.928849324261478,-0.9063433510042912,0.0,0.3563550196296994,0.0,0.0
2023-09-29,25.979372024536133,171.4499969482422,-17.61144484637061,-0.7011939332713711,0.0,0.317404477890868,0.0,0.0
2023-10-02,25.091188430786133,169.64999389648438,-18.04198128472325,-0.9794644234287828,0.0,-0.43053643835263955,-0.0,0.0
2023-10-03,25.168420791625977,169.16000366210938,-17.840169892356094,-0.8490267877939554,0.0,0.20181139236715495,0.0,0.0
2023-10-04,25.01395606994629,169.13999938964844,-17.989548567999023,-0.9455753574092778,0.0,-0.14937867564292873,-0.0,0.0
2023-10-05,25.409778594970703,168.8300018310547,-17.514909787228817,-0.6388000083168498,0.0,0.4746387807702064,0.0,0.0
2023-10-06,25.960063934326172,169.6999969482422,-17.18581895651689,-0.4260972992989658,0.0,0.3290908307119267,0.0,0.0
2023-10-09,26.58758544921875,172.82000732421875,-17.35155380415187,-0.5332174247499385,0.0,-0.1657348476349796,-0.0,0.0
2023-10-10,26.848247528076172,172.52999877929688,-17.01715763606898,-0.3170856939370187,0.0,0.33439616808288974,0.0,0.0
2023-10-11,27.34061050415039,173.7899932861328,-16.845145729014696,-0.2059084893499793,0.0,0.1720119070542836,0.0,0.0
2023-10-12,26.780670166015625,173.25999450683594,-17.270334943548633,-0.4807228850622723,0.0,-0.4251892145339369,-0.0,0.0
2023-10-13,27.948823928833008,178.8300018310547,-17.518344339444667,-0.6410198773997846,0.0,-0.24800939589603388,-0.0,0.0
2023-10-16,27.997093200683594,177.9600067138672,-17.24888055895054,-0.4668561792824299,0.0,0.269463780494128,0.0,0.0
2023-10-17,28.508766174316406,178.2899932861328,-16.82110600758385,-0.1903707915620631,0.0,0.4277745513666886,0.0,0.0
2023-10-18,28.43153190612793,180.8699951171875,-17.554300551922466,-0.6642596127139093,0.0,-0.7331945443386161,-0.0,0.0
2023-10-19,28.489456176757812,183.08999633789065,-18.06080712636325,-0.9916322115975006,0.0,-0.5065065744407846,-0.0,0.0
2023-10-20,28.460494995117188,183.58999633789065,-18.216892302307784,-1.092515422743535,0.0,-0.15608517594453275,-0.0,0.0
2023-10-23,28.22879409790039,182.97000122070312,-18.29096068803299,-1.140388364880059,0.0,-0.07406838572520513,-0.0,0.0
2023-10-24,28.248104095458984,182.9499969482422,-18.266564644437636,-1.124620363836626,0.0,0.024396043595352523,0.0,0.0
2023-10-25,27.784704208374023,183.72000122070312,-18.925736569015218,-1.5506658229667694,0.0,-0.6591719245775813,-0.0,0.0
2023-10-26,27.533695220947266,184.0099945068359,-19.25047576615101,-1.7605559217144289,0.0,-0.32473919713579136,-0.0,0.0
2023-10-27,28.19017791748047,186.1499938964844,-19.138083610057883,-1.6879130102676054,0.0,0.1123921560931258,0.0,0.0
2023-10-30,27.775047302246097,185.1000061035156,-19.28625694086718,-1.783682524110211,0.0,-0.1481733308092963,-0.0,0.0
2023-10-31,27.041332244873047,184.08999633789065,-19.763179046855832,-2.0919336647295,0.0,-0.4769221059886526,-0.0,0.0
2023-11-01,27.13787269592285,183.5099945068359,-19.519174296871512,-1.934225012614765,1.0,0.2440047499843203,0.2440047499843203,0.2440047499843203
2023-11-02,27.282686233520508,184.1199951171875,-19.529452187505285,-1.9408679664037352,1.0,-0.010277890633773268,-0.010277890633773268,0.23372685935054704
2023-11-03,28.45083999633789,184.7899932861328,-18.531644111513167,-1.2959503295789347,1.0,0.9978080759921184,0.9978080759921184,1.2315349353426654
2023-11-06,28.141908645629883,183.3500061035156,-18.474461617419713,-1.2589913192784514,1.0,0.05718249409345333,0.05718249409345333,1.2887174294361188
2023-11-07,27.601272583007812,182.58999633789065,-18.821866725809343,-1.4835311751026623,1.0,-0.3474051083896299,-0.3474051083896299,0.9413123210464889
2023-11-08,26.732398986816406,180.77000427246097,-19.22801100008307,-1.746036171681389,1.0,-0.40614427427372846,-0.40614427427372846,0.5351680467727604
2023-11-09,26.635854721069336,181.4900054931641,-19.50761412798908,-1.9267532783440824,1.0,-0.2796031279060074,-0.2796031279060074,0.25556491886675303
2023-11-10,26.307615280151367,179.50999450683594,-19.33243975821174,-1.813532065460287,1.0,0.1751743697773378,0.1751743697773378,0.43073928864409083
