Date,GDX,GLD
2023-07-25,30.680953979492188,182.41000366210938
2023-07-26,30.555448532104492,183.3000030517578
2023-07-27,29.30040740966797,180.4199981689453
2023-07-28,29.657609939575195,181.86000061035156
2023-07-31,30.323747634887695,182.35000610351562
2023-08-01,29.18455696105957,180.4600067138672
2023-08-02,28.267412185668945,179.60000610351562
2023-08-03,28.267412185668945,179.5399932861328
2023-08-04,28.53772735595703,180.19000244140625
2023-08-07,28.315683364868164,179.77999877929688
2023-08-08,28.07432746887207,178.63999938964844
2023-08-09,28.122596740722656,177.7899932861328
2023-08-10,28.161216735839844,177.60000610351562
2023-08-11,28.441184997558594,177.60000610351562
2023-08-14,27.948823928833008,177.05999755859375
2023-08-15,27.234413146972656,176.58999633789062
2023-08-16,26.867557525634766,175.57000732421875
2023-08-17,26.655166625976562,175.3000030517578
2023-08-18,26.500699996948242,175.3300018310547
2023-08-21,26.751705169677734,175.80999755859375
2023-08-22,26.98340606689453,176.10000610351562
2023-08-23,27.74608612060547,177.88999938964844
2023-08-24,27.688161849975586,177.85000610351562
2023-08-25,27.417842864990234,177.6199951171875
2023-08-28,27.997093200683594,178.1300048828125
2023-08-29,28.508766174316406,179.8699951171875
2023-08-30,28.499113082885742,180.32000732421875
2023-08-31,28.248104095458984,180.02000427246094
2023-09-01,28.083982467651367,180.11000061035156
2023-09-05,27.504732131958008,178.63999938964844
2023-09-06,27.485422134399414,177.8300018310547
2023-09-07,27.30199432373047,178.02000427246094
2023-09-08,27.35991859436035,178.0800018310547
2023-09-11,27.775047302246094,178.41000366210938
2023-09-12,27.79435920715332,177.49000549316406
2023-09-13,27.726778030395508,177.0800018310547
2023-09-14,28.103290557861328,177.1699981689453
2023-09-15,28.69219398498535,178.33999633789062
2023-09-18,28.72115707397461,179.38999938964844
2023-09-19,28.38326072692871,179.22000122070312
2023-09-20,28.682538986206055,179.35000610351562
2023-09-21,27.910205841064453,178.0500030517578
2023-09-22,27.871591567993164,178.6199951171875
2023-09-25,27.52404022216797,177.6999969482422
2023-09-26,26.780670166015625,176.27999877929688
2023-09-27,25.979372024536133,174.10000610351562
2023-09-28,26.11452865600586,173.22999572753906
2023-09-29,25.979372024536133,171.4499969482422
2023-10-02,25.091188430786133,169.64999389648438
2023-10-03,25.168420791625977,169.16000366210938
2023-10-04,25.01395606994629,169.13999938964844
2023-10-05,25.409778594970703,168.8300018310547
2023-10-06,25.960063934326172,169.6999969482422
2023-10-09,26.58758544921875,172.82000732421875
2023-10-10,26.848247528076172,172.52999877929688
2023-10-11,27.34061050415039,173.7899932861328
2023-10-12,26.780670166015625,173.25999450683594
2023-10-13,27.948823928833008,178.8300018310547
2023-10-16,27.997093200683594,177.9600067138672
2023-10-17,28.508766174316406,178.2899932861328
2023-10-18,28.43153190612793,180.8699951171875
2023-10-19,28.489456176757812,183.08999633789062
2023-10-20,28.460494995117188,183.58999633789062
2023-10-23,28.22879409790039,182.97000122070312
2023-10-24,28.248104095458984,182.9499969482422
2023-10-25,27.784704208374023,183.72000122070312
2023-10-26,27.533695220947266,184.00999450683594
2023-10-27,28.19017791748047,186.14999389648438
2023-10-30,27.775047302246094,185.10000610351562
2023-10-31,27.041332244873047,184.08999633789062
2023-11-01,27.13787269592285,183.50999450683594
2023-11-02,27.282686233520508,184.1199951171875
2023-11-03,28.45083999633789,184.7899932861328
2023-11-06,28.141908645629883,183.35000610351562
2023-11-07,27.601272583007812,182.58999633789062
2023-11-08,26.732398986816406,180.77000427246094
2023-11-09,26.635854721069336,181.49000549316406
2023-11-10,26.307615280151367,179.50999450683594
2023-11-13,26.104877471923828,180.50999450683594
2023-11-14,27.350263595581055,182.1199951171875
2023-11-15,27.21510887145996,181.63999938964844
2023-11-16,27.620582580566406,183.69000244140625
2023-11-17,27.446807861328125,183.6699981689453
2023-11-20,27.52404022216797,183.3699951171875
2023-11-21,28.199831008911133,185.35000610351562
2023-11-22,28.238449096679688,184.55999755859375
2023-11-24,28.306026458740234,185.52000427246094
2023-11-27,28.759775161743164,186.77000427246094
2023-11-28,30.140317916870117,189.25999450683594
2023-11-29,30.121013641357422,189.5399932861328
2023-11-30,30.236860275268555,188.75
2023-12-01,30.709917068481445,192.00999450683594
2023-12-04,29.947237014770508,187.86000061035156
2023-12-05,29.42591094970703,187.14999389648438
2023-12-06,29.367984771728516,187.83999633789062
2023-12-07,29.271446228027344,188.14999389648438
2023-12-08,28.65357780456543,185.63999938964844
2023-12-11,28.528072357177734,183.58999633789062
2023-12-12,27.861936569213867,183.49000549316406
2023-12-13,29.638303756713867,187.6300048828125
2023-12-14,30.22720718383789,188.72999572753906
2023-12-15,29.879657745361328,187.0
2023-12-18,30.15441131591797,187.85000610351562
2023-12-19,30.95905303955078,189.1300048828125
2023-12-20,30.203475952148438,188.10000610351562
2023-12-21,30.762798309326172,189.42999267578125
2023-12-22,30.9688663482666,190.27000427246094
2023-12-26,31.076807022094727,191.72000122070312
2023-12-27,31.380998611450195,192.58999633789062
2023-12-28,30.586170196533203,191.47000122070312
2023-12-29,30.429168701171875,191.1699981689453
